method,n,p,df,rho,SNR,rep,mse
OLS,200,40,1,0.8,5.0,14,13.353630603795537
OLS,200,40,1,0.8,5.0,15,6.372010295651448
OLS,200,40,1,0.8,5.0,16,16.879153664300834
OLS,200,40,1,0.8,5.0,17,20.514092260000076
OLS,200,40,1,0.8,5.0,18,4.3180944181467
OLS,200,40,1,0.8,5.0,19,7.272454710453145
LAD,200,40,1,0.8,5.0,0,51.9255983796312
LAD,200,40,1,0.8,5.0,1,27.538345572983083
LAD,200,40,1,0.8,5.0,2,31.75705016081463
LAD,200,40,1,0.8,5.0,3,43.65417498426106
LAD,200,40,1,0.8,5.0,4,42.52006182414069
LAD,200,40,1,0.8,5.0,5,36.84173393071781
LAD,200,40,1,0.8,5.0,6,40.908768871135145
LAD,200,40,1,0.8,5.0,7,44.624608281165024
LAD,200,40,1,0.8,5.0,8,36.509377612816586
LAD,200,40,1,0.8,5.0,9,29.44077137778405
LAD,200,40,1,0.8,5.0,10,30.39091482321969
LAD,200,40,1,0.8,5.0,11,37.9808691298943
LAD,200,40,1,0.8,5.0,12,35.26695160951602
LAD,200,40,1,0.8,5.0,13,58.70851086692717
LAD,200,40,1,0.8,5.0,14,45.24990360110827
LAD,200,40,1,0.8,5.0,15,29.639352607767705
LAD,200,40,1,0.8,5.0,16,33.837833080824815
LAD,200,40,1,0.8,5.0,17,40.29169314850489
LAD,200,40,1,0.8,5.0,18,41.43121541670047
LAD,200,40,1,0.8,5.0,19,42.43698350614707
Huber,200,40,1,0.8,5.0,0,0.00044983819349346825
Huber,200,40,1,0.8,5.0,1,0.16317324956050486
Huber,200,40,1,0.8,5.0,2,0.043164477427501166
Huber,200,40,1,0.8,5.0,3,0.11842235389142128
Huber,200,40,1,0.8,5.0,4,0.12667606694099198
Huber,200,40,1,0.8,5.0,5,0.2831370471144236
Huber,200,40,1,0.8,5.0,6,0.769200268196774
Huber,200,40,1,0.8,5.0,7,1.4548278874215208
Huber,200,40,1,0.8,5.0,8,0.013182704962125556
Huber,200,40,1,0.8,5.0,9,0.05284365983526079
Huber,200,40,1,0.8,5.0,10,0.0631869180931477
Huber,200,40,1,0.8,5.0,11,0.0004719372306346512
Huber,200,40,1,0.8,5.0,12,0.7014430773862219
Huber,200,40,1,0.8,5.0,13,0.07865810370013777
Huber,200,40,1,0.8,5.0,14,0.01050067056480252
Huber,200,40,1,0.8,5.0,15,0.0856093096263429
Huber,200,40,1,0.8,5.0,16,0.14766722873631433
Huber,200,40,1,0.8,5.0,17,1.629150162484406
Huber,200,40,1,0.8,5.0,18,0.031129558507484088
Huber,200,40,1,0.8,5.0,19,0.18907043676308655
OLS,200,40,5,0.8,1.0,0,43.37297403752524
OLS,200,40,5,0.8,1.0,1,47.370116767299244
OLS,200,40,5,0.8,1.0,2,21.067322351930834
OLS,200,40,5,0.8,1.0,3,22.905747176034033
OLS,200,40,5,0.8,1.0,4,34.548614967715636
OLS,200,40,5,0.8,1.0,5,26.375996958222206
OLS,200,40,5,0.8,1.0,6,22.049858410301272
OLS,200,40,5,0.8,1.0,7,36.151377912353034
OLS,200,40,5,0.8,1.0,8,35.87454145039182
OLS,200,40,5,0.8,1.0,9,17.599570436154888
OLS,200,40,5,0.8,1.0,10,28.80983432986973
OLS,200,40,5,0.8,1.0,11,32.80179654394999
OLS,200,40,5,0.8,1.0,12,60.83197255287062
OLS,200,40,5,0.8,1.0,13,39.20976867192289
OLS,200,40,5,0.8,1.0,14,47.35663040991887
OLS,200,40,5,0.8,1.0,15,17.438319502358947
OLS,200,40,5,0.8,1.0,16,58.0333965870971
OLS,200,40,5,0.8,1.0,17,23.16926776507941
OLS,200,40,5,0.8,1.0,18,41.92511344071241
OLS,200,40,5,0.8,1.0,19,167.06678370265053
LAD,200,40,5,0.8,1.0,0,39.029522435154604
LAD,200,40,5,0.8,1.0,1,53.55628211051354
LAD,200,40,5,0.8,1.0,2,38.81250555726557
LAD,200,40,5,0.8,1.0,3,35.81813048326432
LAD,200,40,5,0.8,1.0,4,74.11716835029766
LAD,200,40,5,0.8,1.0,5,36.1480215172855
LAD,200,40,5,0.8,1.0,6,60.81109176820253
LAD,200,40,5,0.8,1.0,7,43.46573730158069
LAD,200,40,5,0.8,1.0,8,20.463279538791348
LAD,200,40,5,0.8,1.0,9,54.98025283578662
LAD,200,40,5,0.8,1.0,10,34.55262280224187
LAD,200,40,5,0.8,1.0,11,49.48245684225722
LAD,200,40,5,0.8,1.0,12,27.00716977818693
LAD,200,40,5,0.8,1.0,13,49.14720669767129
LAD,200,40,5,0.8,1.0,14,45.19857407974736
LAD,200,40,5,0.8,1.0,15,34.13021877478627
LAD,200,40,5,0.8,1.0,16,39.37818635764131
LAD,200,40,5,0.8,1.0,17,31.491433300038842
LAD,200,40,5,0.8,1.0,18,42.59220441403533
LAD,200,40,5,0.8,1.0,19,28.087765058515416
Huber,200,40,5,0.8,1.0,0,40.90678591558304
Huber,200,40,5,0.8,1.0,1,20.898033941026455
Huber,200,40,5,0.8,1.0,2,39.21672776397839
Huber,200,40,5,0.8,1.0,3,38.45034345355112
Huber,200,40,5,0.8,1.0,4,39.63452399016753
Huber,200,40,5,0.8,1.0,5,47.03588340933462
Huber,200,40,5,0.8,1.0,6,48.666434226781014
Huber,200,40,5,0.8,1.0,7,36.09601814175526
Huber,200,40,5,0.8,1.0,8,28.98458048706426
Huber,200,40,5,0.8,1.0,9,34.62578529109659
Huber,200,40,5,0.8,1.0,10,34.75039047792288
Huber,200,40,5,0.8,1.0,11,21.198366790003504
Huber,200,40,5,0.8,1.0,12,12.430422440025684
Huber,200,40,5,0.8,1.0,13,59.89775122623757
Huber,200,40,5,0.8,1.0,14,48.06345687555283
Huber,200,40,5,0.8,1.0,15,44.75769620186888
Huber,200,40,5,0.8,1.0,16,23.563214932990963
Huber,200,40,5,0.8,1.0,17,7.587746395475161
Huber,200,40,5,0.8,1.0,18,34.51085860138795
Huber,200,40,5,0.8,1.0,19,44.332440353277896
OLS,200,40,5,0.8,3.0,0,20.09505362510413
OLS,200,40,5,0.8,3.0,1,7.720238785910569
OLS,200,40,5,0.8,3.0,2,2.4222994445871384
OLS,200,40,5,0.8,3.0,3,27.978296643087916
OLS,200,40,5,0.8,3.0,4,9.500124393107697
OLS,200,40,5,0.8,3.0,5,13.777449702060977
OLS,200,40,5,0.8,3.0,6,14.09831373383733
OLS,200,40,5,0.8,3.0,7,13.611315647986363
OLS,200,40,5,0.8,3.0,8,14.796255391476258
OLS,200,40,5,0.8,3.0,9,32.294455121227806
OLS,200,40,5,0.8,3.0,10,9.611484616983228
OLS,200,40,5,0.8,3.0,11,6.960340983629216
OLS,200,40,5,0.8,3.0,12,13.998296586523878
OLS,200,40,5,0.8,3.0,13,17.284638093040076
OLS,200,40,5,0.8,3.0,14,4.281425474596578
OLS,200,40,5,0.8,3.0,15,5.009256940134339
OLS,200,40,5,0.8,3.0,16,21.837845357241562
OLS,200,40,5,0.8,3.0,17,37.79701449819714
OLS,200,40,5,0.8,3.0,18,8.626620040754414
OLS,200,40,5,0.8,3.0,19,3.5731822077356545
LAD,200,40,5,0.8,3.0,0,43.141731044190955
LAD,200,40,5,0.8,3.0,1,19.721593850304078
LAD,200,40,5,0.8,3.0,2,28.43931478297975
LAD,200,40,5,0.8,3.0,3,40.78143387141465
LAD,200,40,5,0.8,3.0,4,53.35134417578746
LAD,200,40,5,0.8,3.0,5,42.064352213441566
LAD,200,40,5,0.8,3.0,6,36.46344258618345
LAD,200,40,5,0.8,3.0,7,39.47117408125941
LAD,200,40,5,0.8,3.0,8,49.750516902551155
LAD,200,40,5,0.8,3.0,9,39.59643237529916
LAD,200,40,5,0.8,3.0,10,35.078902280138784
LAD,200,40,5,0.8,3.0,11,24.246154806085485
LAD,200,40,5,0.8,3.0,12,34.67788391682808
LAD,200,40,5,0.8,3.0,13,43.804242055141835
LAD,200,40,5,0.8,3.0,14,42.62950809034179
LAD,200,40,5,0.8,3.0,15,48.05516613885463
LAD,200,40,5,0.8,3.0,16,24.520259064205682
LAD,200,40,5,0.8,3.0,17,66.86901221925562
LAD,200,40,5,0.8,3.0,18,31.695068863229018
LAD,200,40,5,0.8,3.0,19,43.34681299908846
Huber,200,40,5,0.8,3.0,0,27.798256820676723
Huber,200,40,5,0.8,3.0,1,18.720331059417873
Huber,200,40,5,0.8,3.0,2,19.00028012943424
Huber,200,40,5,0.8,3.0,3,9.772964832436202
Huber,200,40,5,0.8,3.0,4,17.18143926851827
Huber,200,40,5,0.8,3.0,5,23.746608156733668
Huber,200,40,5,0.8,3.0,6,16.189728198867584
Huber,200,40,5,0.8,3.0,7,6.320292874084798
Huber,200,40,5,0.8,3.0,8,8.844913214925533
Huber,200,40,5,0.8,3.0,9,32.74831300506197
Huber,200,40,5,0.8,3.0,10,16.251433085802432
Huber,200,40,5,0.8,3.0,11,11.59917312427127
Huber,200,40,5,0.8,3.0,12,11.256880456460237
Huber,200,40,5,0.8,3.0,13,18.96251204860017
Huber,200,40,5,0.8,3.0,14,9.119569218775919
Huber,200,40,5,0.8,3.0,15,14.993899134261536
Huber,200,40,5,0.8,3.0,16,48.619783653888014
Huber,200,40,5,0.8,3.0,17,28.158979176726746
Huber,200,40,5,0.8,3.0,18,20.865097498049252
Huber,200,40,5,0.8,3.0,19,4.948579947629304
OLS,200,40,5,0.8,5.0,0,3.161416348323064
OLS,200,40,5,0.8,5.0,1,11.210115040486201
OLS,200,40,5,0.8,5.0,2,6.127166667395853
OLS,200,40,5,0.8,5.0,3,7.9824379639369365
OLS,200,40,5,0.8,5.0,4,5.462577312193096
OLS,200,40,5,0.8,5.0,5,11.180124484634902
OLS,200,40,5,0.8,5.0,6,15.721806537217564
OLS,200,40,5,0.8,5.0,7,2.108710699724223
OLS,200,40,5,0.8,5.0,8,5.920844022228048
OLS,200,40,5,0.8,5.0,9,3.724308493529061
OLS,200,40,5,0.8,5.0,10,4.253115450839813
OLS,200,40,5,0.8,5.0,11,9.799971475449805
OLS,200,40,5,0.8,5.0,12,18.300467185519096
OLS,200,40,5,0.8,5.0,13,2.86813161570318
OLS,200,40,5,0.8,5.0,14,15.666772983899811
OLS,200,40,5,0.8,5.0,15,9.90297821415526
OLS,200,40,5,0.8,5.0,16,2.230845622489682
OLS,200,40,5,0.8,5.0,17,4.63025179483941
OLS,200,40,5,0.8,5.0,18,9.968802885672883
OLS,200,40,5,0.8,5.0,19,5.622504554363128
LAD,200,40,5,0.8,5.0,0,31.999835832523658
LAD,200,40,5,0.8,5.0,1,30.916685470973718
LAD,200,40,5,0.8,5.0,2,41.63895328939467
LAD,200,40,5,0.8,5.0,3,29.626904812991075
LAD,200,40,5,0.8,5.0,4,51.13861962299409
LAD,200,40,5,0.8,5.0,5,39.91495319879689
LAD,200,40,5,0.8,5.0,6,23.23016315465249
LAD,200,40,5,0.8,5.0,7,61.5656186684312
LAD,200,40,5,0.8,5.0,8,45.28988363740654
LAD,200,40,5,0.8,5.0,9,47.18921664089011
LAD,200,40,5,0.8,5.0,10,35.173451710861826
LAD,200,40,5,0.8,5.0,11,46.0533009458165
LAD,200,40,5,0.8,5.0,12,40.7071279336041
LAD,200,40,5,0.8,5.0,13,31.893624671848215
LAD,200,40,5,0.8,5.0,14,42.02076455772304
LAD,200,40,5,0.8,5.0,15,45.261052620140624
LAD,200,40,5,0.8,5.0,16,27.058665983914466
LAD,200,40,5,0.8,5.0,17,31.14154601601323
LAD,200,40,5,0.8,5.0,18,39.01863998650499
LAD,200,40,5,0.8,5.0,19,41.97699670878832
Huber,200,40,5,0.8,5.0,0,6.97896109817666
Huber,200,40,5,0.8,5.0,1,12.91444688022743
Huber,200,40,5,0.8,5.0,2,5.540392424098464
Huber,200,40,5,0.8,5.0,3,8.105058434431996
Huber,200,40,5,0.8,5.0,4,8.51249469431541
Huber,200,40,5,0.8,5.0,5,3.27386330305477
Huber,200,40,5,0.8,5.0,6,10.004701743523345
Huber,200,40,5,0.8,5.0,7,7.694842773397438
Huber,200,40,5,0.8,5.0,8,11.142922878864013
Huber,200,40,5,0.8,5.0,9,8.074608272640933
Huber,200,40,5,0.8,5.0,10,3.160518152281153
Huber,200,40,5,0.8,5.0,11,6.559231687310658
Huber,200,40,5,0.8,5.0,12,20.559363151426727
Huber,200,40,5,0.8,5.0,13,4.014108482651314
Huber,200,40,5,0.8,5.0,14,12.430428576605184
Huber,200,40,5,0.8,5.0,15,8.859837339543594
Huber,200,40,5,0.8,5.0,16,11.257090163050844
Huber,200,40,5,0.8,5.0,17,5.545579587885259
Huber,200,40,5,0.8,5.0,18,3.73367497853564
Huber,200,40,5,0.8,5.0,19,9.96125705735007
OLS,200,40,10,0.8,1.0,0,41.665326115407794
OLS,200,40,10,0.8,1.0,1,137.14880990901366
OLS,200,40,10,0.8,1.0,2,21.91533337094443
OLS,200,40,10,0.8,1.0,3,22.773797485405446
OLS,200,40,10,0.8,1.0,4,27.09004294945306
OLS,200,40,10,0.8,1.0,5,31.498904527753268
OLS,200,40,10,0.8,1.0,6,120.37826714160515
OLS,200,40,10,0.8,1.0,7,34.04641560646732
OLS,200,40,10,0.8,1.0,8,48.3663826142856
OLS,200,40,10,0.8,1.0,9,36.79274871383835
OLS,200,40,10,0.8,1.0,10,29.351168741479228
OLS,200,40,10,0.8,1.0,11,13.274249126645497
OLS,200,40,10,0.8,1.0,12,46.557208976933225
OLS,200,40,10,0.8,1.0,13,17.3749284278417
OLS,200,40,10,0.8,1.0,14,21.874526852853243
OLS,200,40,10,0.8,1.0,15,32.48146567159011
OLS,200,40,10,0.8,1.0,16,32.35337583823899
OLS,200,40,10,0.8,1.0,17,78.8244423636157
OLS,200,40,10,0.8,1.0,18,26.314876081253683
OLS,200,40,10,0.8,1.0,19,36.61488253538175
LAD,200,40,10,0.8,1.0,0,39.93215948984814
LAD,200,40,10,0.8,1.0,1,43.849154374398225
LAD,200,40,10,0.8,1.0,2,30.666583072450486
LAD,200,40,10,0.8,1.0,3,36.86471311251759
LAD,200,40,10,0.8,1.0,4,38.30140058647542
LAD,200,40,10,0.8,1.0,5,23.787934797325775
LAD,200,40,10,0.8,1.0,6,41.4463423411455
LAD,200,40,10,0.8,1.0,7,35.98620980775148
LAD,200,40,10,0.8,1.0,8,26.609032578587566
LAD,200,40,10,0.8,1.0,9,33.457185695380545
LAD,200,40,10,0.8,1.0,10,25.10332374429638
LAD,200,40,10,0.8,1.0,11,44.77420363564431
LAD,200,40,10,0.8,1.0,12,36.96513292003354
LAD,200,40,10,0.8,1.0,13,25.272576445284628
LAD,200,40,10,0.8,1.0,14,34.78288940804279
LAD,200,40,10,0.8,1.0,15,30.78059987346625
LAD,200,40,10,0.8,1.0,16,48.53169506771393
LAD,200,40,10,0.8,1.0,17,35.31341998270303
LAD,200,40,10,0.8,1.0,18,51.510305805647036
LAD,200,40,10,0.8,1.0,19,38.66294958290689
Huber,200,40,10,0.8,1.0,0,23.16261638749362
Huber,200,40,10,0.8,1.0,1,12.436726478679667
Huber,200,40,10,0.8,1.0,2,54.28710495782793
Huber,200,40,10,0.8,1.0,3,79.37122540914172
Huber,200,40,10,0.8,1.0,4,32.32531177427781
Huber,200,40,10,0.8,1.0,5,14.185091279521975
Huber,200,40,10,0.8,1.0,6,31.905755420338405
Huber,200,40,10,0.8,1.0,7,52.31023575510355
Huber,200,40,10,0.8,1.0,8,62.43134073483595
Huber,200,40,10,0.8,1.0,9,72.5519714529753
Huber,200,40,10,0.8,1.0,10,25.041456688656012
Huber,200,40,10,0.8,1.0,11,43.87328494317734
Huber,200,40,10,0.8,1.0,12,15.250334453032623
Huber,200,40,10,0.8,1.0,13,68.39863311121371
Huber,200,40,10,0.8,1.0,14,19.641444026544416
Huber,200,40,10,0.8,1.0,15,20.248460569729126
Huber,200,40,10,0.8,1.0,16,30.581396019673555
Huber,200,40,10,0.8,1.0,17,55.64078107799886
Huber,200,40,10,0.8,1.0,18,20.983538512060427
Huber,200,40,10,0.8,1.0,19,31.09394668627776
OLS,200,40,10,0.8,3.0,0,34.25424146330192
OLS,200,40,10,0.8,3.0,1,15.907280752314012
OLS,200,40,10,0.8,3.0,2,5.463936671001927
OLS,200,40,10,0.8,3.0,3,8.447690533048743
OLS,200,40,10,0.8,3.0,4,26.79236544274456
OLS,200,40,10,0.8,3.0,5,20.62840692206841
OLS,200,40,10,0.8,3.0,6,10.811868569326323
OLS,200,40,10,0.8,3.0,7,5.672008944640533
OLS,200,40,10,0.8,3.0,8,10.32583481854764
OLS,200,40,10,0.8,3.0,9,5.015138218214066
OLS,200,40,10,0.8,3.0,10,8.35868522864089
OLS,200,40,10,0.8,3.0,11,38.41583900051091
OLS,200,40,10,0.8,3.0,12,21.389102020936008
OLS,200,40,10,0.8,3.0,13,8.348779718616974
OLS,200,40,10,0.8,3.0,14,9.336131740816104
OLS,200,40,10,0.8,3.0,15,12.755055518822768
OLS,200,40,10,0.8,3.0,16,6.311351632779158
OLS,200,40,10,0.8,3.0,17,19.45213741892595
OLS,200,40,10,0.8,3.0,18,6.275553319496294
OLS,200,40,10,0.8,3.0,19,7.359744928615363
LAD,200,40,10,0.8,3.0,0,44.65698655198685
LAD,200,40,10,0.8,3.0,1,47.339390738442674
LAD,200,40,10,0.8,3.0,2,37.25103420212542
LAD,200,40,10,0.8,3.0,3,42.78711970243323
LAD,200,40,10,0.8,3.0,4,43.843302996797014
LAD,200,40,10,0.8,3.0,5,43.054966513414016
LAD,200,40,10,0.8,3.0,6,45.75670988785499
LAD,200,40,10,0.8,3.0,7,31.397599793596687
LAD,200,40,10,0.8,3.0,8,39.97622390121491
LAD,200,40,10,0.8,3.0,9,45.02846510237622
LAD,200,40,10,0.8,3.0,10,60.61196258416567
LAD,200,40,10,0.8,3.0,11,42.8297450513072
LAD,200,40,10,0.8,3.0,12,28.08586066242828
LAD,200,40,10,0.8,3.0,13,35.12146033722269
LAD,200,40,10,0.8,3.0,14,40.02084938048469
LAD,200,40,10,0.8,3.0,15,36.48209167910069
LAD,200,40,10,0.8,3.0,16,41.30787176530664
LAD,200,40,10,0.8,3.0,17,43.74548130266448
LAD,200,40,10,0.8,3.0,18,50.712367583500836
LAD,200,40,10,0.8,3.0,19,30.65302527592077
Huber,200,40,10,0.8,3.0,0,31.184417214694506
Huber,200,40,10,0.8,3.0,1,17.71627705559515
Huber,200,40,10,0.8,3.0,2,6.453016150515467
Huber,200,40,10,0.8,3.0,3,12.723932666802416
Huber,200,40,10,0.8,3.0,4,7.801651206538208
Huber,200,40,10,0.8,3.0,5,6.962058182837567
Huber,200,40,10,0.8,3.0,6,11.087116061344172
Huber,200,40,10,0.8,3.0,7,11.643127423633448
Huber,200,40,10,0.8,3.0,8,12.95220384788649
Huber,200,40,10,0.8,3.0,9,3.5211723124314434
Huber,200,40,10,0.8,3.0,10,11.577017870235382
Huber,200,40,10,0.8,3.0,11,41.56507050377103
Huber,200,40,10,0.8,3.0,12,15.613133806273812
Huber,200,40,10,0.8,3.0,13,20.310190381512335
Huber,200,40,10,0.8,3.0,14,8.735673943162812
Huber,200,40,10,0.8,3.0,15,9.403620397953283
Huber,200,40,10,0.8,3.0,16,25.821491896770873
Huber,200,40,10,0.8,3.0,17,24.11025897860719
Huber,200,40,10,0.8,3.0,18,12.108369194960389
Huber,200,40,10,0.8,3.0,19,26.374035341853762
OLS,200,40,10,0.8,5.0,0,5.56407035662037
OLS,200,40,10,0.8,5.0,1,6.381801567189626
OLS,200,40,10,0.8,5.0,2,10.682886362232223
OLS,200,40,10,0.8,5.0,3,5.641460110044298
OLS,200,40,10,0.8,5.0,4,6.130904764556735
OLS,200,40,10,0.8,5.0,5,6.204511597533706
OLS,200,40,10,0.8,5.0,6,13.7724189653233
OLS,200,40,10,0.8,5.0,7,10.085661538241304
OLS,200,40,10,0.8,5.0,8,2.5709566106686674
OLS,200,40,10,0.8,5.0,9,3.942712014524327
OLS,200,40,10,0.8,5.0,10,7.762377124482333
OLS,200,40,10,0.8,5.0,11,6.366640830732154
OLS,200,40,10,0.8,5.0,12,19.24436011016467
OLS,200,40,10,0.8,5.0,13,4.987942089752558
OLS,200,40,10,0.8,5.0,14,2.831619851173417
OLS,200,40,10,0.8,5.0,15,6.195310721270225
OLS,200,40,10,0.8,5.0,16,3.355789141837926
OLS,200,40,10,0.8,5.0,17,10.582567507509255
OLS,200,40,10,0.8,5.0,18,4.864435433625371
OLS,200,40,10,0.8,5.0,19,7.505057818791721
LAD,200,40,10,0.8,5.0,0,39.21529050774045
LAD,200,40,10,0.8,5.0,1,32.9430215429619
LAD,200,40,10,0.8,5.0,2,51.83349125724128
LAD,200,40,10,0.8,5.0,3,58.7826519618217
LAD,200,40,10,0.8,5.0,4,36.587285386001696
LAD,200,40,10,0.8,5.0,5,42.243256045497844
LAD,200,40,10,0.8,5.0,6,21.71260346546868
LAD,200,40,10,0.8,5.0,7,44.97615712387309
LAD,200,40,10,0.8,5.0,8,31.387671403469664
LAD,200,40,10,0.8,5.0,9,29.633950243390352
LAD,200,40,10,0.8,5.0,10,39.37673245207783
LAD,200,40,10,0.8,5.0,11,41.149244137540904
LAD,200,40,10,0.8,5.0,12,53.11191985710013
LAD,200,40,10,0.8,5.0,13,46.60911665388201
LAD,200,40,10,0.8,5.0,14,32.562815816649824
LAD,200,40,10,0.8,5.0,15,37.79304251775008
LAD,200,40,10,0.8,5.0,16,34.98991601543606
LAD,200,40,10,0.8,5.0,17,42.134437871514656
LAD,200,40,10,0.8,5.0,18,49.60248088708753
LAD,200,40,10,0.8,5.0,19,69.22188237415858
Huber,200,40,10,0.8,5.0,0,30.37800213781965
Huber,200,40,10,0.8,5.0,1,8.643763027038432
Huber,200,40,10,0.8,5.0,2,3.6653810693821587
Huber,200,40,10,0.8,5.0,3,10.90520088871796
Huber,200,40,10,0.8,5.0,4,8.851770846635008
Huber,200,40,10,0.8,5.0,5,17.73674077029181
Huber,200,40,10,0.8,5.0,6,24.816694426884766
Huber,200,40,10,0.8,5.0,7,11.363158692320384
Huber,200,40,10,0.8,5.0,8,4.9150740151085115
Huber,200,40,10,0.8,5.0,9,11.236571484397153
Huber,200,40,10,0.8,5.0,10,26.634094713598046
Huber,200,40,10,0.8,5.0,11,5.733156970619389
Huber,200,40,10,0.8,5.0,12,9.67647618474701
Huber,200,40,10,0.8,5.0,13,3.1373291987945304
Huber,200,40,10,0.8,5.0,14,12.172884481667651
Huber,200,40,10,0.8,5.0,15,6.761463242925238
Huber,200,40,10,0.8,5.0,16,11.005075211439948
Huber,200,40,10,0.8,5.0,17,8.971280103401476
Huber,200,40,10,0.8,5.0,18,4.672281288703015
Huber,200,40,10,0.8,5.0,19,7.3622739703857505
OLS,200,100,1,0.5,1.0,0,179.4880194687858
OLS,200,100,1,0.5,1.0,1,196.2570636493128
OLS,200,100,1,0.5,1.0,2,178.33319694035845
OLS,200,100,1,0.5,1.0,3,167.14675306073207
OLS,200,100,1,0.5,1.0,4,176.8579090263376
OLS,200,100,1,0.5,1.0,5,165.12851535735413
OLS,200,100,1,0.5,1.0,6,227.86739955656066
OLS,200,100,1,0.5,1.0,7,169.34284280926963
OLS,200,100,1,0.5,1.0,8,142.35920240002395
OLS,200,100,1,0.5,1.0,9,172.24360680574787
OLS,200,100,1,0.5,1.0,10,204.35475910618112
OLS,200,100,1,0.5,1.0,11,196.0651927814206
OLS,200,100,1,0.5,1.0,12,318.42568564739696
OLS,200,100,1,0.5,1.0,13,157.0473033783462
OLS,200,100,1,0.5,1.0,14,157.0070433004275
OLS,200,100,1,0.5,1.0,15,183.80072225999857
OLS,200,100,1,0.5,1.0,16,163.1118813716641
OLS,200,100,1,0.5,1.0,17,233.32172058253252
OLS,200,100,1,0.5,1.0,18,164.94426165320493
OLS,200,100,1,0.5,1.0,19,132.77650873731173
LAD,200,100,1,0.5,1.0,0,93.27240979577542
LAD,200,100,1,0.5,1.0,1,104.82216460374366
LAD,200,100,1,0.5,1.0,2,119.3996951186376
LAD,200,100,1,0.5,1.0,3,105.35873525573426
LAD,200,100,1,0.5,1.0,4,111.46415877885417
LAD,200,100,1,0.5,1.0,5,103.63145124877376
LAD,200,100,1,0.5,1.0,6,93.15962552996854
LAD,200,100,1,0.5,1.0,7,85.91245869612463
LAD,200,100,1,0.5,1.0,8,79.80718699288363
LAD,200,100,1,0.5,1.0,9,87.1760347229018
LAD,200,100,1,0.5,1.0,10,104.23358607430474
LAD,200,100,1,0.5,1.0,11,85.2876581916117
LAD,200,100,1,0.5,1.0,12,112.51617852264003
LAD,200,100,1,0.5,1.0,13,102.87051632166933
LAD,200,100,1,0.5,1.0,14,94.67239453784975
LAD,200,100,1,0.5,1.0,15,93.19315419563486
LAD,200,100,1,0.5,1.0,16,98.77123596815825
LAD,200,100,1,0.5,1.0,17,53.49370674501183
LAD,200,100,1,0.5,1.0,18,96.5283128987075
LAD,200,100,1,0.5,1.0,19,110.14939758481452
Huber,200,100,1,0.5,1.0,0,0.0007465292679765545
Huber,200,100,1,0.5,1.0,1,27.619890294702433
Huber,200,100,1,0.5,1.0,2,7.035953620845546
Huber,200,100,1,0.5,1.0,3,0.6785774083005561
Huber,200,100,1,0.5,1.0,4,3.036561907583037
Huber,200,100,1,0.5,1.0,5,1.4873907569382927
Huber,200,100,1,0.5,1.0,6,9.35906733765465
Huber,200,100,1,0.5,1.0,7,0.03244002892915828
Huber,200,100,1,0.5,1.0,8,131.3142322582702
Huber,200,100,1,0.5,1.0,9,41.167900739876
Huber,200,100,1,0.5,1.0,10,6.221485787724484
Huber,200,100,1,0.5,1.0,11,3.0384695459924336
Huber,200,100,1,0.5,1.0,12,0.1534264964478267
Huber,200,100,1,0.5,1.0,13,0.3974412693523846
Huber,200,100,1,0.5,1.0,14,13.217663142303044
Huber,200,100,1,0.5,1.0,15,24.745802850501963
Huber,200,100,1,0.5,1.0,16,13.707779764806048
Huber,200,100,1,0.5,1.0,17,4.654167393881002
Huber,200,100,1,0.5,1.0,18,14.625535469896795
Huber,200,100,1,0.5,1.0,19,9.868628711892626
OLS,200,100,1,0.5,3.0,0,42.58683541654017
OLS,200,100,1,0.5,3.0,1,47.06103115658398
OLS,200,100,1,0.5,3.0,2,67.84191037736593
OLS,200,100,1,0.5,3.0,3,44.99008548744633
OLS,200,100,1,0.5,3.0,4,61.154317348267625
OLS,200,100,1,0.5,3.0,5,60.70613505828802
OLS,200,100,1,0.5,3.0,6,32.98882549948205
OLS,200,100,1,0.5,3.0,7,51.92313080395049
OLS,200,100,1,0.5,3.0,8,57.257338793467596
OLS,200,100,1,0.5,3.0,9,61.91740128949324
OLS,200,100,1,0.5,3.0,10,54.65047291868858
OLS,200,100,1,0.5,3.0,11,82.5520806888427
OLS,200,100,1,0.5,3.0,12,41.2431129023618
OLS,200,100,1,0.5,3.0,13,37.80533697845625
OLS,200,100,1,0.5,3.0,14,56.51666161733468
OLS,200,100,1,0.5,3.0,15,51.50014494525327
OLS,200,100,1,0.5,3.0,16,122.18962220380504
OLS,200,100,1,0.5,3.0,17,50.555785091216826
OLS,200,100,1,0.5,3.0,18,34.60126545893279
OLS,200,100,1,0.5,3.0,19,75.16673338235093
LAD,200,100,1,0.5,3.0,0,105.22116790069603
LAD,200,100,1,0.5,3.0,1,123.98568479929297
LAD,200,100,1,0.5,3.0,2,99.8082558849221
LAD,200,100,1,0.5,3.0,3,103.60404145794273
LAD,200,100,1,0.5,3.0,4,98.26716940696956
LAD,200,100,1,0.5,3.0,5,89.05188382367655
LAD,200,100,1,0.5,3.0,6,90.9482331661657
LAD,200,100,1,0.5,3.0,7,74.7965532761904
LAD,200,100,1,0.5,3.0,8,130.21970518939855
LAD,200,100,1,0.5,3.0,9,93.30844486244595
LAD,200,100,1,0.5,3.0,10,99.33710654543803
